sentences,review_ids,type,product_id
"Overall, I found the stand stable and versatile.likely a good choice for the rigors of touring, but you shouldn't be counting on too much ruggedness from $30 booms if you're touring, anyway.  ",RKXIIKXA3DW9Z,positives,B0002D0KOG
and I'm very pleased with the purchase.  ,R35CLM48Z1Y7WM,positives,B0002D0KOG
"Nice heavy base,it's well constructed, seems like a quality stand,I use it to mic kick drum and guitar amps, yep",RR5EYRLE9680R,positives,B0002D0KOG
Still works great and is very sturdy.  ,R19ZYUY83YWVLL,positives,B0002D0KOG
This allowed me to make a professional looking sound booth in my studio.,R3DMTMH6C6WX5M,positives,B0002D0KOG
"It has a weak spot where the threads begin, ours broke at the top of the threads after 2 weeks of use.  ",RAM6R82MH4274,negatives,B0002D0KOG
"Although, I hoped to get more use of this stand, I will likely buy the same one since it is relatively inexpensive compared to its peers and its positive features outweight the possible design weakness in the vertical pole that may again result in snapping in this location.",R20CJL0I38M7IT,negatives,B0002D0KOG
"this is a great stand for anyone looking to mic up their guitar amp, seems well built and rugged, although the mic clip is just a cheap plastic component you should immediately replace!",R1Y3J48ZHPBWTA,benchmark,B0002D0KOG
Under 30$ this has a boom weight and sturdy medal base.,R2TD06NBJZEYCS,benchmark,B0002D0KOG
"Sure, there are adapters to be had, but I prefer to keep all my stands directly compatible with all my mics (the included clip is likely to work with a select subset of cheap dynamic stage mics; most mics come with their own clips, particularly important with large diaphragm condensers, ribbon or large dynamics as you might actually use with this stand for a bass drum or guitar cabinet, and the small pencil condensers used for drum overheads).<br /><br />2/27/2011",RLKU83MCAQGJD,benchmark,B0002D0KOG
"The base is super solid, and you get a telescoping boom!",R3UUAUDC6XA29F,benchmark,B0002D0KOG
"The base is pretty heavy, basically on par with my kick drum mic stand that's a solid base.",R5YWTTAFLCBV5,benchmark,B0002D0KOG
"I have quite a few mic stands, and picked this up to use for micing a guitar cabinet.",RYDRY6NSDFUPD,benchmark,B0002D0KOG
I use a condenser microphone on this stand and it works very well,RYLOSSMOUJU9M,benchmark,B0002D0KOG
Great stand for such a low price.,R22BTTTC2BXOMO,benchmark,B0002D0KOG
I bought this to use in my studio for guitar amps and bass drums.,R2S4JEUF0BW9KF,benchmark,B0002D0KOG
"I decided to try this Samson, preparing myself to be a little disappointed in the quality.  ",R27Y1XQ0IQB9HM,benchmark,B0002D0KOG
"A piece of the vertical metal tube broke off into the base, and is unfixable.  ",R2331CXMPD5ZR1,benchmark,B0002D0KOG
The was a good stand until it broke.,R2331CXMPD5ZR1,benchmark,B0002D0KOG
"It's a waste of money, and in my opinion it doesn't keep your reeds all that moist.",R3BBY0Z5FSCOKK,positives,B001SN7VGO
"So far, I really love this reed case.",R2O16DGQ40ZOXH,positives,B001SN7VGO
I bought this for my daughter and she loves it.,R39TBJ3NB7FU5G,positives,B001SN7VGO
however i do not recommend buying the humidity pack.,R3BBY0Z5FSCOKK,positives,B001SN7VGO
It protects and holds up to 8 of my bass clarinet reeds at a time.  ,R1AEH7EBM7WNL9,positives,B001SN7VGO
"As far as I know the product works well, I bought it for my son, and he has not complained.",RQBCSLNNB6R6Z,positives,B001SN7VGO
I use it for my Bb and Eb reeds and they fit nice and snug inside.,R2ETJGAU8XODVU,positives,B001SN7VGO
Awesome price too well worth the money was present for my son on his birthday.,R34J38ZREMY51L,positives,B001SN7VGO
"I find myself playing on more of my reeds than before.<br /><br />After using the case for a few weeks now, I can say that it's great to use, and I would certainly recommend it to other players, beginners or advanced or well seasoned.he reed slots are numbered.",R2P164S4VXP530,positives,B001SN7VGO
I prefer the other style of reed guard.  ,R3F6IID2TN6606,negatives,B001SN7VGO
There is nothing wrong with this - it is just a personal preference.,R3F6IID2TN6606,negatives,B001SN7VGO
This is a very unfortunate defect of this product,R6O91QFF0G5M3,negatives,B001SN7VGO
", I just drilled a hole in the case so the reeds can breath.",R32POETF7SQQT,negatives,B001SN7VGO
"It rattles, is a cheaper plastic, and the rubber gasket seems to be smaller.",R1OCKCNKL7NY2I,negatives,B001SN7VGO
It has lots of space and makes it easy to organize and protect my reeds.,R27UI24DE5JBQG,benchmark,B001SN7VGO
"This case is a lot more affordably priced than Vandoren's, and the humidity pack it comes with is very nice.",R3KPE5MVV0RPVT,benchmark,B001SN7VGO
"I'm and intermediate Alto/Tenor Sax player for my schools advanced band, and I needed to have a reed case to make it easier to double back and fourth, and still have a good case.",R3IY6409LEDPOS,benchmark,B001SN7VGO
P.s I am a sophomore in high school and am using the 73 percent humidity package with vandoren reeds.,RU5KP49XWVXAZ,benchmark,B001SN7VGO
"My son is an accomplished clarinet artist, and knows that reeds need adequate moisture to produce a full, rich sound.  ",R1BPI3ABTXCURM,benchmark,B001SN7VGO
"Holds as much as advertised, but I do not use the humidity controller.",R2Q1UHP67JW7CO,benchmark,B001SN7VGO
"I don't buy the humidifier argument, but this will hold eight reeds of any size from soprano sax to bari sax or a mixture thereof.",R3EE5IRWJXM87T,benchmark,B001SN7VGO
Really good product 😊,R2K9UGKET6A519,benchmark,B001SN7VGO
however i do not recommend buying the humidity pack.,R3BBY0Z5FSCOKK,benchmark,B001SN7VGO
I purchased this case for the first time a little over a year ago and could not have been more happy with it.,R1OCKCNKL7NY2I,benchmark,B001SN7VGO
It does not fit contra bass clarinet reeds.,R2B4IVA59ZASSO,benchmark,B001SN7VGO
"From the reviews I have read, it would be like the Vitalizer pack would actually improve the quality of my reeds.",R34C2ZEV74RSG5,benchmark,B001SN7VGO
"Prevents my reeds from warping, but like I said, the Humidity Control pack has not done anything yet.<br /><br",R34C2ZEV74RSG5,benchmark,B001SN7VGO
This reed case is pretty nice -,R1Q99OXREMZJ8O,benchmark,B001SN7VGO
I'm just an old woman who loves singing Karaoke and has a bunch of friends who feel the same.,R154MEWNKB6TLE,positives,B0039PPW60
It work nice very good effects i use both usb & live sound at the same time,R1MO41OP47OP8E,positives,B0039PPW60
I bought this mixer to do podcasting on.,R2A3NB7VAZN624,positives,B0039PPW60
I wish the sound coming in from the USB had its own line on the panel.,R2HSSJCP67THME,positives,B0039PPW60
Overall I would recommend this Product.,REXV9C2V4UEOT,positives,B0039PPW60
I am an armature and this is awesome.,R1L0PXFSIGK67J,positives,B0039PPW60
"I've been the pastor at our church for just about a year and we've been looking to update all our old stuff, which look like they're from the 80s.",R3IXWS6XXN0V14,positives,B0039PPW60
"Still, a very good mixer for it's price point",R1SAKLZQM3HN84,positives,B0039PPW60
so if your looking for a good phantom power mixer you can't beat Behringer.,R2NPMQKHV993NC,positives,B0039PPW60
"For editing the phonigraphs, I am using Wave studio (by Creative sound card).",R26SBBFSLUNCOX,positives,B0039PPW60
Seems like buying this mixer is a gamble.,R1BIWF99DXCS4R,negatives,B0039PPW60
"Bought this item and there was no instruction manual how to set it up, very confusing instructions, and just a complete waste of time.  ",R3FZON2BO7W5FK,negatives,B0039PPW60
Cost more to fix it than I paid for it,R22QVBJA3GPP4G,negatives,B0039PPW60
"However, I am more disappointed that Behringer expects me to pay for the return shipping for replacement of a product that is not functioning due to their errors.",R1NRQ6L8NB9OOL,negatives,B0039PPW60
"Maybe I didn't try enough , I couldn't figure out how to play the guitar out in stereo as well, only mono..",R331A92A4N8USU,negatives,B0039PPW60
I have also read many reviews by people with the same problem.,R1BIWF99DXCS4R,negatives,B0039PPW60
This little mixer is great.,R1NBDOGVN01GR0,benchmark,B0039PPW60
"I wouldn't buy it for the USB interface part however, as the driver supplied",RNV9KN9QZUER4,benchmark,B0039PPW60
"Especially the phantom power, which allows you to use condensing microphones.",R3U8M5K7BUQ2OO,benchmark,B0039PPW60
The audio quality of this board is superb.,R39NQ5XK5FHNRF,benchmark,B0039PPW60
and I'm quite happy with the audio quality.  ,R2TQHXT24FBFQR,benchmark,B0039PPW60
(I do admit that I ignored the drivers that came with the mixer and got the latest drivers from the Behringer website).  ,R1GGHGCCTT5OW7,benchmark,B0039PPW60
Clean sound.,R32WQNKTH25J9Q,benchmark,B0039PPW60
"top grade, better than the ones I use at work, except for bands,  ",R3ASOR5ZJRQO93,benchmark,B0039PPW60
This works wonderfully with my Alto 15&#34; 2 way powered speakers for either indoor or outdoor events.,RF31AT8HPB97I,benchmark,B0039PPW60
I love it and have never regretted the purchase.  ,R11P1LV957BXPL,benchmark,B0039PPW60
"This mixer seemed like a really good deal, but I have decided to return it after having it for only a few days.",R1BIWF99DXCS4R,benchmark,B0039PPW60
"Well, I guess I don't know how to use this thing.",R331A92A4N8USU,benchmark,B0039PPW60
For a Behringer product it is Ok.,R2RSL2R2W2E75Q,benchmark,B0039PPW60
"but that just the way USB is, if you need to do some average mixing, its a great choice.",R3B2H7UUD47I5L,benchmark,B0039PPW60
Really disappointing  that I received this product and it failed to turn on after 5 times of use.,R1NRQ6L8NB9OOL,benchmark,B0039PPW60
It doesn't work.,R1PLAC7FYC1KO5,benchmark,B0039PPW60
"He seldom initiates any activity, but he loves his new drum!",R32Z1IMTE0IOEG,positives,B001I9T67U
Was looking for my daughter a drum set for elementary band class and local shops were priced at over $200.00 Found this one on Amazon for under a $100.00 and was able to get the music book she needed in same order.,R19QX0JZXIT4D5,positives,B001I9T67U
It was a good instrument for a good price.,R2Z6UGMBVOXW2Y,positives,B001I9T67U
We would definitely recommend this to others and would order again from seller.,R2SKPZ934WBM5S,positives,B001I9T67U
Same quality as music store in or area for less than half the price.,RZPN7D81KXKG2,positives,B001I9T67U
:) love the bag it comes with a nice set..not too expensive ...,R1XH3M9G5ADMKD,positives,B001I9T67U
"This was for my daughter who is 9 and just started school band, even tho",R2980LHGK8EJZV,positives,B001I9T67U
Ordered this for our son--very pleased with the quality and sounds great!,R1XGHKJDRRQQLT,positives,B001I9T67U
He seems to enjoy it and the music teacher says it will do fine for the caliber of the school band.  ,RNAZBZI2PO1BU,positives,B001I9T67U
Bought it for our son to start learning on,R2M6BV8CSPNL76,positives,B001I9T67U
I think it is okay,R26VANJCSHWKHB,negatives,B001I9T67U
Unable to return because past return date.  ,R26VANJCSHWKHB,negatives,B001I9T67U
This snare is really only good for beginners.,R3AQXRWT0YQDEX,negatives,B001I9T67U
The director had to put the practice pad half-way on the drum!  ,R27C6SIZIA9VH5,negatives,B001I9T67U
"For less than a hundred bucks, you get the drum, stand, pack, set of sticks, a case, AND the practice mat which mutes the drum sound so that practice can be done without waking the neighbors.<br /><br",R1VUBSWBIMF7CW,benchmark,B001I9T67U
My son is very excited about playing snare drum,RTERCLALXMTFZ,benchmark,B001I9T67U
Bought this for my daughter who  plays both the snare drum for Band classes and the base drum for marching band.  ,RTAOTECHT9E32,benchmark,B001I9T67U
bought this for my son who just started band this year  amazing price and great product!,R31E7K31GR61XM,benchmark,B001I9T67U
The drum seems to be very good quality.,R2QRGIC7VDUOQD,benchmark,B001I9T67U
I bought this for my 12 year old daughter a year ago and it is still going strong.,R28VPGKBUCB62K,benchmark,B001I9T67U
Normally a snare drum at Music Stores can cost around $200 to $400!,R3B7LMNXCEY1ZG,benchmark,B001I9T67U
Love that is came with all that was needed for him to begin and has easy set up.  ,R2SLKOF8TV8YZH,benchmark,B001I9T67U
The practice pad is great too and the case is really good for carrying around the drum and stand plus sticks.,R3B7LMNXCEY1ZG,benchmark,B001I9T67U
My son LOVES it!,R1T32EZW17204F,benchmark,B001I9T67U
"It appears that this stand would be better suited for an addition to a drum set - as for someone who would be playing in a seated position.<br /><br />Otherwise, we are pleased with the drum, sticks, and pad.  ",R9U6UOWH3S98Z,benchmark,B001I9T67U
Perfect starter set for my son to learn,R2JLOGEHLX7IOA,benchmark,B001I9T67U
"but my 4th grader was told by his School music teacher it was not suitable, even for practice.  ",R26VANJCSHWKHB,benchmark,B001I9T67U
This wireless mic works as I expected it to.  ,R29LXMDZHC6UFM,positives,B00006JPD8
The Azden WMS Pro mic does what it says on the tin.  ,R2APY59ULIU23S,positives,B00006JPD8
"Yes it is the better choice, but too much money for me at this price point for videos that look and sound great anyway without it.    ",R2MWLRPLMWCXEB,positives,B00006JPD8
It has improved the sound quality tremendously.,R3L5GDTIRRKSPC,positives,B00006JPD8
Used it with a Sony Handycam camcorder.  ,RZT851Q2ISLHY,positives,B00006JPD8
The quality is good and I love it.,R2J6ZERZBZHRDG,positives,B00006JPD8
"It is wireless, it does work with my video camera and improves the sound quality of my recordings.",R3HGPZ5AL7W7KC,positives,B00006JPD8
"Did a good job of picking up the voice for our video.<br /><br />easy to use, easy to hook up to camera.<br /><br />Thanks,",RFAVRV8O7ZMOA,positives,B00006JPD8
"As I am building my own production package (I have always used rental gear or gear from where I worked in the past), I will add a more \\""pro\\"" wireless system in the future and budget allows, but I expect this setup will continue as a good backup in that future.",R3VHOMGPMOB1JK,positives,B00006JPD8
Very good sound quality.,R24MPGUT3SCIXX,positives,B00006JPD8
Luckily my camera mic was able to catch most of the audio.,R1MLMIXI0NHM2R,negatives,B00006JPD8
I just return them and decided to buy a better quality mic.,R1EAZY603R734Y,negatives,B00006JPD8
Unreliable and resulted in noise and distortion.<br />Waste of money completely,R1C02DO4JP3QJP,negatives,B00006JPD8
with plenty of static.  ,R3EEMID9NK5QMX,negatives,B00006JPD8
I am much better off recording with my built in microphone than using this crap.,R1XF0RY0JSN4M9,negatives,B00006JPD8
I have been dealing with these for the last year and my hair is turning gray.,R1IZG5GWI2XEBV,negatives,B00006JPD8
it's pretty cheaply built and the sound quality is meh,RTV4HKS9UPHN2,negatives,B00006JPD8
Now I just need to save $600 for a sennheiser.,R2B25FWF98MMHW,negatives,B00006JPD8
I sent the Azden back for a refund.,R1MLMIXI0NHM2R,negatives,B00006JPD8
This set of microphones works surprisingly well.,R3ROZ33IG1ICL2,benchmark,B00006JPD8
"They moved from my \\""quick, cheap fix until I can get expensive mics\\"" to my everyday sound system for my work.",R1AOZSLPRASA3O,benchmark,B00006JPD8
This wireless setup works very nicely for my indy shooting projects.,R3MVM6BAO25QC4,benchmark,B00006JPD8
"I started out by making videos from my webcam, but realized that the sound quality was",R12M51VWIPCXJ2,benchmark,B00006JPD8
I didn´t have the 500 or 600 hundred dollars that many people claim is the minimum necessary to buy a quality system..,R2JS7T53T44DY1,benchmark,B00006JPD8
"I have some Chroma Studios and this Azden WMS-PRO Wireless Microphone are A GREAT DEAL, they are light weight and souds excellent (mobile phones not allowed on the studio), definitly one of the best purchase.",R2N1QIFLI0QXJ6,benchmark,B00006JPD8
Two options and very easy to use.,R39C4PQW6BXJ5A,benchmark,B00006JPD8
